Title,Author,Updated,Link,Tag,Search,ID
"Self-Deception: Reverse Penetrating the Semantic Firewall of Large
  Language Models",Enze Wang,2023-08-25,http://arxiv.org/pdf/2308.11521v2,cs.CL,Large Language Model,2308.11521v2
GPTEval: A Survey on Assessments of ChatGPT and GPT-4,Erik Cambria,2023-08-24,http://arxiv.org/pdf/2308.12488v1,cs.AI,Large Language Model,2308.12488v1
Domain-specific ChatBots for Science using Embeddings,Kevin G. Yager,2023-08-24,http://arxiv.org/pdf/2306.10067v2,cs.CL,Large Language Model,2306.10067v2
"Improving Translation Faithfulness of Large Language Models via
  Augmenting Instructions",Jie Zhou,2023-08-24,http://arxiv.org/pdf/2308.12674v1,cs.CL,Large Language Model,2308.12674v1
"Mind vs. Mouth: On Measuring Re-judge Inconsistency of Social Bias in
  Large Language Models",Yuexian Hou,2023-08-24,http://arxiv.org/pdf/2308.12578v1,cs.CL,Large Language Model,2308.12578v1
Natural Language is All a Graph Needs,Yongfeng Zhang,2023-08-24,http://arxiv.org/pdf/2308.07134v3,cs.CL,Large Language Model,2308.07134v3
"Causal Parrots: Large Language Models May Talk Causality But Are Not
  Causal",Kristian Kersting,2023-08-24,http://arxiv.org/pdf/2308.13067v1,cs.AI,Large Language Model,2308.13067v1
"CALM : A Multi-task Benchmark for Comprehensive Assessment of Language
  Model Bias",Rebecca J. Passonneau,2023-08-24,http://arxiv.org/pdf/2308.12539v1,cs.CL,Large Language Model,2308.12539v1
How to Protect Copyright Data in Optimization of Large Language Models?,Chiwun Yang,2023-08-23,http://arxiv.org/pdf/2308.12247v1,cs.LG,Large Language Model,2308.12247v1
"D4: Improving LLM Pretraining via Document De-Duplication and
  Diversification",Ari S. Morcos,2023-08-23,http://arxiv.org/pdf/2308.12284v1,cs.CL,Large Language Model,2308.12284v1
Self-consistency for open-ended generations,Bing Xiang,2023-08-23,http://arxiv.org/pdf/2307.06857v2,cs.AI,Large Language Model,2307.06857v2
"On the Trustworthiness Landscape of State-of-the-art Generative Models:
  A Comprehensive Survey",Jun Huang,2023-08-23,http://arxiv.org/pdf/2307.16680v4,cs.LG,Large Language Model,2307.16680v4
Evaluation of Faithfulness Using the Longest Supported Subsequence,Jane Dwivedi-Yu,2023-08-23,http://arxiv.org/pdf/2308.12157v1,cs.CL,Large Language Model,2308.12157v1
"FlexKBQA: A Flexible LLM-Powered Framework for Few-Shot Knowledge Base
  Question Answering",Jianyong Wang,2023-08-23,http://arxiv.org/pdf/2308.12060v1,cs.CL,Large Language Model,2308.12060v1
PREFER: Prompt Ensemble Learning via Feedback-Reflect-Refine,Mingchen Cai,2023-08-23,http://arxiv.org/pdf/2308.12033v1,cs.CL,Large Language Model,2308.12033v1
"A Human-on-the-Loop Optimization Autoformalism Approach for
  Sustainability",Wotao Yin,2023-08-23,http://arxiv.org/pdf/2308.10380v2,cs.AI,Large Language Model,2308.10380v2
Knowledge Graph Prompting for Multi-Document Question Answering,Tyler Derr,2023-08-22,http://arxiv.org/pdf/2308.11730v1,cs.CL,Large Language Model,2308.11730v1
"Exploring the Effectiveness of GPT Models in Test-Taking: A Case Study
  of the Driver's License Knowledge Test",Manuela Veloso,2023-08-22,http://arxiv.org/pdf/2308.11827v1,cs.CL,Large Language Model,2308.11827v1
"Diversity Measures: Domain-Independent Proxies for Failure in Language
  Model Queries",Paulo Shakarian,2023-08-22,http://arxiv.org/pdf/2308.11189v1,cs.CL,Large Language Model,2308.11189v1
PMET: Precise Model Editing in a Transformer,Jie Yu,2023-08-22,http://arxiv.org/pdf/2308.08742v2,cs.CL,Large Language Model,2308.08742v2
"Large Language Models Sensitivity to The Order of Options in
  Multiple-Choice Questions",Estevam Hruschka,2023-08-22,http://arxiv.org/pdf/2308.11483v1,cs.CL,Large Language Model,2308.11483v1
"Refashioning Emotion Recognition Modelling: The Advent of Generalised
  Large Models",Bjorn W. Schuller,2023-08-21,http://arxiv.org/pdf/2308.11578v1,cs.CL,Large Language Model,2308.11578v1
Large Language Models as Superpositions of Cultural Perspectives,Pierre-Yves Oudeyer,2023-08-21,http://arxiv.org/pdf/2307.07870v2,cs.CL,Large Language Model,2307.07870v2
"DiagGPT: An LLM-based Chatbot with Automatic Topic Management for
  Task-Oriented Dialogue",Lang Cao,2023-08-21,http://arxiv.org/pdf/2308.08043v2,cs.CL,Large Language Model,2308.08043v2
Graph of Thoughts: Solving Elaborate Problems with Large Language Models,Torsten Hoefler,2023-08-21,http://arxiv.org/pdf/2308.09687v2,cs.CL,Large Language Model,2308.09687v2
"Language-Specific Representation of Emotion-Concept Knowledge Causally
  Supports Emotion Inference",Dan Zhang,2023-08-21,http://arxiv.org/pdf/2302.09582v4,cs.AI,Large Language Model,2302.09582v4
"Large Linguistic Models: Analyzing theoretical linguistic abilities of
  LLMs",Ryan Rhodes,2023-08-21,http://arxiv.org/pdf/2305.00948v2,cs.CL,Large Language Model,2305.00948v2
"Predicting Perfect Quality Segments in MT Output with Fine-Tuned OpenAI
  LLM: Is it possible to capture editing distance patterns from historical
  data?",Goran Nenadic,2023-08-21,http://arxiv.org/pdf/2308.00158v3,cs.CL,Large Language Model,2308.00158v3
ExpeL: LLM Agents Are Experiential Learners,Gao Huang,2023-08-20,http://arxiv.org/pdf/2308.10144v1,cs.LG,Large Language Model,2308.10144v1
"Imaginations of WALL-E : Reconstructing Experiences with an
  Imagination-Inspired Module for Advanced AI Systems",Hossein Sameti,2023-08-20,http://arxiv.org/pdf/2308.10354v1,cs.AI,Large Language Model,2308.10354v1
"LMTuner: An user-friendly and highly-integrable Training Framework for
  fine-tuning Large Language Models",Jun Zhao,2023-08-20,http://arxiv.org/pdf/2308.10252v1,cs.CL,Large Language Model,2308.10252v1
A Survey on Fairness in Large Language Models,Ying Wang,2023-08-20,http://arxiv.org/pdf/2308.10149v1,cs.CL,Large Language Model,2308.10149v1
Tackling Vision Language Tasks Through Learning Inner Monologues,Yi Zhang,2023-08-19,http://arxiv.org/pdf/2308.09970v1,cs.CL,Large Language Model,2308.09970v1
"Open, Closed, or Small Language Models for Text Classification?",Reihaneh Rabbany,2023-08-19,http://arxiv.org/pdf/2308.10092v1,cs.CL,Large Language Model,2308.10092v1
"Inductive-bias Learning: Generating Code Models with Large Language
  Model",Tsukasa Yumibayashi,2023-08-19,http://arxiv.org/pdf/2308.09890v1,cs.LG,Large Language Model,2308.09890v1
"Causal Intersectionality and Dual Form of Gradient Descent for
  Multimodal Analysis: a Case Study on Hateful Memes",Minh Le Nguyen,2023-08-19,http://arxiv.org/pdf/2308.11585v1,cs.AI,Large Language Model,2308.11585v1
"Human-Like Intuitive Behavior and Reasoning Biases Emerged in Language
  Models -- and Disappeared in GPT-4",Sarah Fabi,2023-08-18,http://arxiv.org/pdf/2306.07622v2,cs.CL,Large Language Model,2306.07622v2
"WizardMath: Empowering Mathematical Reasoning for Large Language Models
  via Reinforced Evol-Instruct",Dongmei Zhang,2023-08-18,http://arxiv.org/pdf/2308.09583v1,cs.CL,Large Language Model,2308.09583v1
"KnowledGPT: Enhancing Large Language Models with Retrieval and Storage
  Access on Knowledge Bases",Wei Wang,2023-08-17,http://arxiv.org/pdf/2308.11761v1,cs.CL,Large Language Model,2308.11761v1
"ChatGPT-HealthPrompt. Harnessing the Power of XAI in Prompt-Based
  Healthcare Decision Support using ChatGPT",Tommaso Di Noia,2023-08-17,http://arxiv.org/pdf/2308.09731v1,cs.AI,Large Language Model,2308.09731v1
Fighting Fire with Fire: Can ChatGPT Detect AI-generated Text?,Huan Liu,2023-08-17,http://arxiv.org/pdf/2308.01284v2,cs.CL,Large Language Model,2308.01284v2
"Clinical Camel: An Open Expert-Level Medical Language Model with
  Dialogue-Based Knowledge Encoding",Bo Wang,2023-08-17,http://arxiv.org/pdf/2305.12031v2,cs.CL,Large Language Model,2305.12031v2
CMB: A Comprehensive Medical Benchmark in Chinese,Haizhou Li,2023-08-17,http://arxiv.org/pdf/2308.08833v1,cs.CL,Large Language Model,2308.08833v1
"LLM-FuncMapper: Function Identification for Interpreting Complex Clauses
  in Building Codes via LLM",Jia-Rui Lin,2023-08-17,http://arxiv.org/pdf/2308.08728v1,cs.AI,Large Language Model,2308.08728v1
Building Emotional Support Chatbots in the Era of LLMs,Liqiang Nie,2023-08-17,http://arxiv.org/pdf/2308.11584v1,cs.CL,Large Language Model,2308.11584v1
Metacognitive Prompting Improves Understanding in Large Language Models,Yun Zhao,2023-08-17,http://arxiv.org/pdf/2308.05342v3,cs.CL,Large Language Model,2308.05342v3
LLM Cognitive Judgements Differ From Human,Sotiris Lamprinidis,2023-08-16,http://arxiv.org/pdf/2307.11787v2,cs.CL,Large Language Model,2307.11787v2
"Rethinking the Role of Scale for In-Context Learning: An
  Interpretability-based Case Study at 66 Billion Scale",Dan Roth,2023-08-16,http://arxiv.org/pdf/2212.09095v2,cs.CL,Large Language Model,2212.09095v2
"FootGPT : A Large Language Model Development Experiment on a Minimal
  Setting",Eren Unlu,2023-08-16,http://arxiv.org/pdf/2308.08610v1,cs.CL,Large Language Model,2308.08610v1
"Through the Lens of Core Competency: Survey on Evaluation of Large
  Language Models",Ting Liu,2023-08-15,http://arxiv.org/pdf/2308.07902v1,cs.CL,Large Language Model,2308.07902v1
"The Costly Dilemma: Generalization, Evaluation and Cost-Optimal
  Deployment of Large Language Models",Harpreet Singh Sahota,2023-08-15,http://arxiv.org/pdf/2308.08061v1,cs.CL,Large Language Model,2308.08061v1
"Neural Authorship Attribution: Stylometric Analysis on Large Language
  Models",Huan Liu,2023-08-14,http://arxiv.org/pdf/2308.07305v1,cs.CL,Large Language Model,2308.07305v1
"EasyEdit: An Easy-to-use Knowledge Editing Framework for Large Language
  Models",Huajun Chen,2023-08-14,http://arxiv.org/pdf/2308.07269v1,cs.CL,Large Language Model,2308.07269v1
Generative Interpretation,David Hoffman,2023-08-14,http://arxiv.org/pdf/2308.06907v1,cs.CL,Large Language Model,2308.06907v1
"Improving Zero-Shot Text Matching for Financial Auditing with Large
  Language Models",Rafet Sifa,2023-08-14,http://arxiv.org/pdf/2308.06111v2,cs.CL,Large Language Model,2308.06111v2
OctoPack: Instruction Tuning Code Large Language Models,Shayne Longpre,2023-08-14,http://arxiv.org/pdf/2308.07124v1,cs.CL,Large Language Model,2308.07124v1
"Building Trust in Conversational AI: A Comprehensive Review and Solution
  Architecture for Explainable, Privacy-Aware Systems using LLMs and Knowledge
  Graph",Arsalan Shahid,2023-08-13,http://arxiv.org/pdf/2308.13534v1,cs.CL,Large Language Model,2308.13534v1
Three Ways of Using Large Language Models to Evaluate Chat,Ondřej Dušek,2023-08-12,http://arxiv.org/pdf/2308.06502v1,cs.CL,Large Language Model,2308.06502v1
"Bio-SIEVE: Exploring Instruction Tuning Large Language Models for
  Systematic Review Automation",Xingyi Song,2023-08-12,http://arxiv.org/pdf/2308.06610v1,cs.CL,Large Language Model,2308.06610v1
Learning to Guide Human Experts via Personalized Large Language Models,Andrea Passerini,2023-08-11,http://arxiv.org/pdf/2308.06039v1,cs.AI,Large Language Model,2308.06039v1
Large Language Models and Knowledge Graphs: Opportunities and Challenges,Damien Graux,2023-08-11,http://arxiv.org/pdf/2308.06374v1,cs.AI,Large Language Model,2308.06374v1
LLM As DBA,Zhiyuan Liu,2023-08-11,http://arxiv.org/pdf/2308.05481v2,cs.DB,Large Language Model,2308.05481v2
LLMeBench: A Flexible Framework for Accelerating LLMs Benchmarking,Firoj Alam,2023-08-09,http://arxiv.org/pdf/2308.04945v1,cs.CL,Large Language Model,2308.04945v1
"Sci-CoT: Leveraging Large Language Models for Enhanced Knowledge
  Distillation in Small Models for Scientific QA",Chenyou Fan,2023-08-09,http://arxiv.org/pdf/2308.04679v1,cs.CL,Large Language Model,2308.04679v1
On the Unexpected Abilities of Large Language Models,Stefano Nolfi,2023-08-09,http://arxiv.org/pdf/2308.09720v1,cs.AI,Large Language Model,2308.09720v1
Retentive Network: A Successor to Transformer for Large Language Models,Furu Wei,2023-08-09,http://arxiv.org/pdf/2307.08621v4,cs.CL,Large Language Model,2307.08621v4
"Adapt and Decompose: Efficient Generalization of Text-to-SQL via Domain
  Adapted Least-To-Most Prompting",Gautam Shroff,2023-08-09,http://arxiv.org/pdf/2308.02582v3,cs.CL,Large Language Model,2308.02582v3
"Leveraging Large Language Models for Topic Classification in the Domain
  of Public Affairs",Gonzalo Cordova,2023-08-08,http://arxiv.org/pdf/2306.02864v2,cs.AI,Large Language Model,2306.02864v2
AutoHint: Automatic Prompt Optimization with Hint Generation,Denis Charles,2023-08-08,http://arxiv.org/pdf/2307.07415v2,cs.CL,Large Language Model,2307.07415v2
Shepherd: A Critic for Language Model Generation,Asli Celikyilmaz,2023-08-08,http://arxiv.org/pdf/2308.04592v1,cs.CL,Large Language Model,2308.04592v1
"Cost-Effective Hyperparameter Optimization for Large Language Model
  Generation Inference",Ahmed H. Awadallah,2023-08-08,http://arxiv.org/pdf/2303.04673v2,cs.CL,Large Language Model,2303.04673v2
RecycleGPT: An Autoregressive Language Model with Recyclable Module,Guangwen Yang,2023-08-08,http://arxiv.org/pdf/2308.03421v2,cs.CL,Large Language Model,2308.03421v2
"SimplyRetrieve: A Private and Lightweight Retrieval-Centric Generative
  AI Tool",Jun Deguchi,2023-08-08,http://arxiv.org/pdf/2308.03983v1,cs.CL,Large Language Model,2308.03983v1
MedMine: Examining Pre-trained Language Models on Medication Mining,Goran Nenadic,2023-08-08,http://arxiv.org/pdf/2308.03629v2,cs.CL,Large Language Model,2308.03629v2
Benchmarking LLM powered Chatbots: Methods and Metrics,Saksham Srivastava,2023-08-08,http://arxiv.org/pdf/2308.04624v1,cs.CL,Large Language Model,2308.04624v1
Accelerating LLM Inference with Staged Speculative Decoding,Chris Re,2023-08-08,http://arxiv.org/pdf/2308.04623v1,cs.AI,Large Language Model,2308.04623v1
AI Text-to-Behavior: A Study In Steerability,Sam Hyams,2023-08-07,http://arxiv.org/pdf/2308.07326v1,cs.AI,Large Language Model,2308.07326v1
"Why Linguistics Will Thrive in the 21st Century: A Reply to Piantadosi
  (2023)",Jeffrey Heinz,2023-08-06,http://arxiv.org/pdf/2308.03228v1,cs.CL,Large Language Model,2308.03228v1
"Large Language Models for Healthcare Data Augmentation: An Example on
  Patient-Trial Matching",Xia Hu,2023-08-05,http://arxiv.org/pdf/2303.16756v2,cs.CL,Large Language Model,2303.16756v2
"Retroformer: Retrospective Large Language Agents with Policy Gradient
  Optimization",Silvio Savarese,2023-08-04,http://arxiv.org/pdf/2308.02151v1,cs.CL,Large Language Model,2308.02151v1
ChatGPT for GTFS: From Words to Information,Lewis Lehe,2023-08-04,http://arxiv.org/pdf/2308.02618v1,cs.IR,Large Language Model,2308.02618v1
"SPeC: A Soft Prompt-Based Calibration on Performance Variability of
  Large Language Model in Clinical Notes Summarization",Xia Hu,2023-08-04,http://arxiv.org/pdf/2303.13035v3,cs.CL,Large Language Model,2303.13035v3
Inductive reasoning in humans and large language models,Charles Kemp,2023-08-04,http://arxiv.org/pdf/2306.06548v3,cs.CL,Large Language Model,2306.06548v3
"Text2KGBench: A Benchmark for Ontology-Driven Knowledge Graph Generation
  from Text",Kusum Lata,2023-08-04,http://arxiv.org/pdf/2308.02357v1,cs.CL,Large Language Model,2308.02357v1
"The Capability of Large Language Models to Measure Psychiatric
  Functioning",Matteo Malgaroli,2023-08-03,http://arxiv.org/pdf/2308.01834v1,cs.CL,Large Language Model,2308.01834v1
Reasoning in Large Language Models Through Symbolic Math Word Problems,Nikunj Saunshi,2023-08-03,http://arxiv.org/pdf/2308.01906v1,cs.CL,Large Language Model,2308.01906v1
Emergent Analogical Reasoning in Large Language Models,Hongjing Lu,2023-08-03,http://arxiv.org/pdf/2212.09196v3,cs.AI,Large Language Model,2212.09196v3
Is GPT-4 a reliable rater? Evaluating Consistency in GPT-4 Text Ratings,Maximilian Sailer,2023-08-03,http://arxiv.org/pdf/2308.02575v1,cs.CL,Large Language Model,2308.02575v1
"Domain specificity and data efficiency in typo tolerant spell checkers:
  the case of search in online marketplaces",Laurent Boué,2023-08-03,http://arxiv.org/pdf/2308.01976v1,cs.LG,Large Language Model,2308.01976v1
"An automatically discovered chain-of-thought prompt generalizes to novel
  models and datasets",Matthias Samwald,2023-08-03,http://arxiv.org/pdf/2305.02897v2,cs.CL,Large Language Model,2305.02897v2
Local Large Language Models for Complex Structured Medical Tasks,Jeff Talbert,2023-08-03,http://arxiv.org/pdf/2308.01727v1,cs.CL,Large Language Model,2308.01727v1
Arithmetic with Language Models: from Memorization to Computation,Matteo Ferrara,2023-08-02,http://arxiv.org/pdf/2308.01154v1,cs.AI,Large Language Model,2308.01154v1
Exploring the psychology of GPT-4's Moral and Legal Reasoning,Marcelo de Araújo,2023-08-02,http://arxiv.org/pdf/2308.01264v1,cs.AI,Large Language Model,2308.01264v1
LLMs4OL: Large Language Models for Ontology Learning,Sören Auer,2023-08-02,http://arxiv.org/pdf/2307.16648v2,cs.AI,Large Language Model,2307.16648v2
OpenAGI: When LLM Meets Domain Experts,Yongfeng Zhang,2023-08-02,http://arxiv.org/pdf/2304.04370v5,cs.AI,Large Language Model,2304.04370v5
Towards Semantically Enriched Embeddings for Knowledge Graph Completion,Maribel Acosta,2023-08-02,http://arxiv.org/pdf/2308.00081v2,cs.AI,Large Language Model,2308.00081v2
Thinking Fast and Slow in Large Language Models,Michal Kosinski,2023-08-02,http://arxiv.org/pdf/2212.05206v2,cs.CL,Large Language Model,2212.05206v2
"AlpacaFarm: A Simulation Framework for Methods that Learn from Human
  Feedback",Tatsunori B. Hashimoto,2023-08-01,http://arxiv.org/pdf/2305.14387v2,cs.LG,Large Language Model,2305.14387v2
"Retrieval Augmented Generation and Representative Vector Summarization
  for large unstructured textual data in Medical Education",Y. A. Illangasekara,2023-08-01,http://arxiv.org/pdf/2308.00479v1,cs.CL,Large Language Model,2308.00479v1
